TERMINALNO,TIME,TRIP_ID,LONGITUDE,LATITUDE,DIRECTION,HEIGHT,SPEED,CALLSTATE,Y
1,1482497880,27,123.178772,41.28986,50,22.382568,31.309999,4,0
1,1482497940,27,123.196106,41.300686,53,27.69281,28.02,4,0
1,1482498000,27,123.212494,41.307579,62,18.93042,22.93,4,0
1,1482498060,27,123.223595,41.311737,72,24.814636,15.35,4,0
1,1482498120,27,123.234337,41.312595,80,1.801727,15.73,4,0
1,1482498180,27,123.244423,41.316654,49,8.715631,2.939289,4,0
1,1482498240,27,123.252068,41.328468,18,22.274353,27.610001,4,0
1,1482498300,27,123.259956,41.342163,27,20.691833,27.9,4,0
1,1482498360,27,123.268906,41.355797,27,16.691223,28.1,4,0
1,1482502380,28,123.440666,41.822746,46,66.628601,0,4,0
1,1482501720,29,123.424255,41.815639,72,29.393311,11.36,4,0
1,1482501660,29,123.416588,41.813412,73,26.863586,11.49,4,0
1,1482501600,29,123.408691,41.811218,64,33.530884,11.23,4,0
1,1482505320,30,123.898201,42.348099,40,84.02832,31.639999,4,0
1,1482505260,30,123.883453,42.334934,41,84.572205,32.009998,4,0
1,1482505200,30,123.868965,42.321732,35,75.2276,31.59,4,0
1,1482505140,30,123.852425,42.312275,66,70.510925,26.58,4,0
1,1482505080,30,123.838028,42.306038,43,66.779175,18.809999,4,0
1,1482505020,30,123.833153,42.299274,355,63.367798,11.09,4,0
1,1482504840,30,123.830109,42.290253,15,39.584534,0,4,0
1,1482504780,30,123.830109,42.290253,15,37.511902,0,4,0
1,1482504720,30,123.8302,42.290279,16,40.692261,0.23,4,0
1,1482504660,30,123.828903,42.28643,18,47.737244,9.99,4,0
1,1482504600,30,123.823936,42.27845,44,20.375671,19.35,4,0
1,1482501540,31,123.401886,41.807919,54,36.362366,10.64,4,0
1,1482501480,31,123.396233,41.80331,27,41.010925,13.32,4,0
1,1482501420,31,123.391731,41.797562,33,44.170044,10.34,4,0
1,1482500340,32,123.383415,41.786213,18,13.975525,11.03,4,0
1,1482500280,32,123.379738,41.780979,27,2.660645,10.54,4,0
1,1482500220,32,123.375175,41.772285,17,11.396729,20.870001,4,0
1,1482500160,32,123.370331,41.761143,18,29.899841,21.5,4,0
1,1482500100,32,123.368225,41.750088,344,40.559509,20.41,4,0
1,1482500040,32,123.371262,41.739052,341,48.088745,18.889999,4,0
1,1482499980,32,123.375336,41.728401,356,42.584229,21.440001,4,0
1,1477902480,33,124.809792,43.471729,237,219.612305,6.15,4,0
1,1477902360,33,124.801735,43.477177,141,222.591675,1.04,4,0
1,1477902300,33,124.796295,43.482414,143,210.827454,15.11,4,0
1,1477902180,33,124.791512,43.486805,144,183.85791,12.59,4,0
1,1477902120,33,124.788994,43.489483,145,184.355591,3.55,4,0
1,1477901940,33,124.787926,43.502701,237,167.617172,14.373592,4,0
1,1477901880,33,124.794777,43.506298,242,157.661926,13.19,4,0
1,1477902420,33,124.806847,43.47411,108,224.06958,6.21,4,0
1,1477668360,34,123.008766,41.146393,36,41.141541,24.969999,0,0
1,1477668420,34,123.018196,41.157234,1,40.237061,24.459999,0,0
1,1477668480,34,123.022774,41.169872,33,35.234192,26.559999,0,0
1,1477668540,34,123.035202,41.183987,33,18.582336,31.959999,0,0
1,1477668600,34,123.047607,41.198151,33,30.765625,29.23,0,0
1,1477668660,34,123.056564,41.208416,32,31.75592,16.879999,0,0
1,1477668720,34,123.065353,41.218376,33,41.193542,29.370001,0,0
1,1477668780,34,123.079323,41.231686,61,23.587585,32.43,0,0
1,1477668840,34,123.099342,41.239941,49,28.104675,32.400002,0,0
1,1477668900,34,123.115959,41.250427,49,37.072632,25.700001,0,0
1,1477668960,34,123.127228,41.257595,50,21.180908,18.379999,0,0
1,1477669020,34,123.137215,41.263836,50,30.088379,20.540001,0,0
1,1477669080,34,123.148422,41.270885,50,23.515869,21.370001,0,0
1,1477670340,34,123.344063,41.509125,5,65.465088,32.279999,0,0
1,1477670280,34,123.340973,41.492165,8,58.343933,31.65,0,0
1,1477670220,34,123.335472,41.475784,21,51.69458,31.870001,0,0
1,1477670160,34,123.327126,41.459877,21,52.325378,31.52,0,0
1,1477670100,34,123.31871,41.443996,21,50.155762,29.67,0,0
1,1477670040,34,123.312439,41.432053,15,53.134216,17.49,0,0
1,1477669980,34,123.31073,41.425694,10,50.491455,10.83,0,0
1,1477669920,34,123.309357,41.420082,11,38.336304,10.3,0,0
1,1477669860,34,123.307922,41.414513,11,43.412781,10.46,0,0
1,1477669800,34,123.305763,41.409084,28,42.796692,16.33,0,0
1,1477669740,34,123.296616,41.398659,34,34.307251,30.280001,0,0
1,1477669680,34,123.284187,41.384449,25,41.084473,32.32,0,0
1,1477669620,34,123.275818,41.368874,20,37.622131,27.110001,0,0
1,1477669560,34,123.268784,41.355568,26,27.116699,27.42,0,0
1,1477669500,34,123.260063,41.342335,25,37.28833,27.639999,0,0
1,1477669440,34,123.252464,41.329041,20,37.03186,26.49,0,0
1,1477669380,34,123.241539,41.314873,56,19.208008,32.119999,0,0
1,1477669320,34,123.219475,41.310482,62,24.516602,31.59,0,0
1,1477669260,34,123.199303,41.302437,57,27.833984,32.759998,0,0
1,1477669200,34,123.181541,41.291611,50,27.128113,32.299999,0,0
1,1477669140,34,123.164223,41.280857,50,19.766968,30.370001,0,0
1,1477668240,34,122.984749,41.119637,22,28.495239,25.780001,0,0
1,1477668300,34,122.997368,41.132992,43,31.812927,30.65,0,0
1,1477671420,35,123.372765,41.735851,343,39.91272,20.6,0,0
1,1477671360,35,123.37574,41.724873,357,39.762207,21.09,0,0
1,1477672980,36,123.393089,41.799141,30,35.73114,11.41,0,0
1,1477671300,37,123.371864,41.714325,22,42.372681,23.440001,0,0
1,1477670460,37,123.351173,41.542889,7,65.082642,31.15,0,0
1,1477673040,38,123.397232,41.804394,30,34.106262,10.28,0,0
1,1477673100,38,123.402122,41.808067,52,43.226074,8.44,0,0
1,1477673160,38,123.407265,41.810783,62,40.906433,10.04,0,0
1,1477673220,38,123.414818,41.813095,72,45.653076,11.83,0,0
1,1477674120,38,123.508133,42.004276,354,59.855713,31.799999,0,0
1,1477674060,38,123.508224,41.987129,7,56.475708,32.200001,0,0
1,1477674000,38,123.505653,41.970024,4,35.588196,32.009998,0,0
1,1477670520,39,123.354408,41.559776,9,46.263916,31.6,0,0
1,1477670580,39,123.357071,41.576694,4,49.859497,31.469999,0,0
1,1477670640,39,123.360481,41.593468,8,60.736572,32.619999,0,0
1,1477673940,40,123.503868,41.952877,3,54.757385,31.799999,0,0
1,1477673880,40,123.49955,41.936401,16,44.289612,29.780001,0,0
1,1477671240,41,123.364723,41.701031,26,31.417725,27.469999,0,0
1,1477671180,41,123.355583,41.687431,12,40.400818,29.110001,0,0
1,1477671120,41,123.349113,41.673191,19,45.149719,23.209999,0,0
1,1477671060,41,123.349274,41.661327,348,27.242004,16.969999,0,0
1,1477671000,41,123.351067,41.653152,349,45.265686,14.15,0,0
1,1477670940,41,123.353149,41.645504,349,61.124268,14.56,0,0
1,1477670880,41,123.35524,41.637615,349,55.226807,15.43,0,0
1,1477671780,41,123.384544,41.789417,17,52.721497,10.78,0,0
1,1477671720,41,123.382202,41.783962,28,46.861755,10.58,0,0
1,1477671660,41,123.378372,41.779026,28,50.526855,13.79,0,0
1,1477670820,41,123.357262,41.630089,350,46.608887,12.09,0,0
1,1477670760,41,123.358994,41.623425,348,43.907104,16.93,0,0
1,1477670700,41,123.361092,41.610256,352,52.873718,30.780001,0,0
1,1477671600,41,123.373795,41.768898,18,43.40918,21.809999,0,0
1,1477671540,41,123.368912,41.757645,17,42.611572,20.66,0,0
1,1477673820,42,123.491074,41.9207,23,29.58252,32.310001,0,0
1,1477673760,42,123.48217,41.904591,23,42.784912,32.389999,0,0
1,1477673700,42,123.473076,41.888569,14,63.963318,31.58,0,0
1,1477673640,42,123.470245,41.872108,5,42.753296,30.85,0,0
1,1477673580,42,123.467842,41.855896,11,38.577393,29.49,0,0
1,1477673520,42,123.463112,41.839848,12,38.769897,29.049999,0,0
1,1477673460,42,123.456429,41.828739,41,47.60675,18.280001,0,0
1,1477673400,42,123.445969,41.824219,85,44.022217,17.709999,0,0
1,1477670400,43,123.347359,41.526054,8,62.811707,31.68,0,0
1,1477673340,44,123.435341,41.8195,71,35.566284,17.610001,0,0
1,1477673280,44,123.424339,41.815868,62,48.673828,15.21,0,0
1,1477671480,45,123.369331,41.746716,349,42.871582,20.809999,0,0
2,1481711280,1,116.157593,24.658466,174,113.864014,7.77,4,0
2,1481711580,1,116.157707,24.654436,224,96.888,0,4,0
2,1481711520,1,116.158058,24.654486,164,102.173645,0,4,0
2,1481711340,1,116.157806,24.655529,135,104.987549,0.15,4,0
2,1481711400,1,116.157822,24.655334,118,104.945312,2.01,4,0
2,1481711460,1,116.157997,24.654768,180,102.745544,4.52,4,0
2,1481711220,1,116.156815,24.663176,132,101.110657,5.31,4,0
2,1480868040,2,116.961586,30.348639,268,42.897945,0,0,0
2,1480871760,2,117.07972,30.530918,4,39.308517,32.07,0,0
2,1480871700,2,117.072945,30.515865,21,28.271669,29.82,0,0
2,1480871640,2,117.071457,30.500177,0,56.151478,26.309999,0,0
2,1480871580,2,117.071053,30.485136,14,29.411438,31.6,0,0
2,1480871520,2,117.062172,30.469194,36,29.779871,34.349998,0,0
2,1480871460,2,117.047386,30.456156,47,27.148504,32.049999,0,0
2,1480871400,2,117.029243,30.444685,55,30.029409,35.52,0,0
2,1480871340,2,117.010445,30.436241,66,32.539856,34.290001,0,0
2,1480871820,2,117.077141,30.548761,357,38.355652,32.619999,0,0
2,1480871880,2,117.074158,30.565878,358,28.506002,33.380001,0,0
2,1480871940,2,117.07431,30.58395,358,27.854116,31.74,0,0
2,1480872000,2,117.06485,30.600079,307,38.590637,33.529999,0,0
2,1480872060,2,117.045685,30.605434,279,50.380375,34.759998,0,0
2,1480872120,2,117.023018,30.604416,262,42.594978,35.23,0,0
2,1480872180,2,117.005745,30.607555,315,39.994129,29.32,0,0
2,1480872240,2,117.003815,30.62241,23,48.731636,26.23,0,0
2,1480872300,2,117.006958,30.637806,351,83.975731,34.43,0,0
2,1480872360,2,116.996178,30.652666,338,83.375465,32.459999,0,0
2,1480871280,2,116.993805,30.425343,47,31.390846,33.919998,0,0
2,1480871220,2,116.977959,30.414381,47,28.077299,32.060001,0,0
2,1480871160,2,116.967957,30.400133,25,28.771029,31.43,0,0
2,1480871100,2,116.961151,30.382435,8,35.208351,34.880001,0,0
2,1480870980,2,116.960121,30.350557,350,37.415691,10.79,0,0
2,1480870860,2,116.96154,30.348614,250,39.306335,0,0,0
2,1480870800,2,116.96154,30.348614,250,39.625847,0,0,0
2,1480870740,2,116.96154,30.348614,250,39.612892,0,0,0
2,1480870680,2,116.96154,30.348614,250,39.627052,0,0,0
2,1480870620,2,116.96154,30.348614,250,39.658691,0,0,0
2,1480870560,2,116.96154,30.348614,250,39.44709,0,0,0
2,1480870500,2,116.96154,30.348614,250,39.290936,0,0,0
2,1480870440,2,116.96154,30.348614,250,39.204079,0,0,0
2,1480870380,2,116.96154,30.348614,250,39.464973,0,0,0
2,1480870320,2,116.96154,30.348614,250,41.195389,0,0,0
2,1480870260,2,116.96154,30.348614,250,41.950554,0,0,0
2,1480870200,2,116.96154,30.348614,250,42.254459,0,0,0
2,1480870140,2,116.96154,30.348614,250,41.905304,0,0,0
2,1480874040,2,116.603699,30.62303,239,35.142811,23.85,0,0
2,1480874100,2,116.590637,30.614275,227,36.478695,29.290001,0,0
2,1480874160,2,116.578712,30.602436,216,37.064747,24.030001,0,0
2,1480872420,2,116.985443,30.667667,338,85.91745,33.43,0,0
2,1480872480,2,116.978241,30.683958,301,60.932632,32.57,0,0
2,1480872540,2,116.962257,30.696568,326,56.73642,34.220001,0,0
2,1480872600,2,116.95446,30.714365,343,40.791889,35.23,0,0
2,1480872660,2,116.944794,30.731428,327,44.762184,34.950001,0,0
2,1480872720,2,116.930092,30.746189,312,36.746086,35.82,0,0
2,1480872780,2,116.914474,30.759127,324,33.568802,32.689999,0,0
2,1480872840,2,116.909317,30.77668,345,42.435986,35.380001,0,0
2,1480872900,2,116.893127,30.785608,289,41.603043,30.389999,0,0
2,1480872960,2,116.878716,30.790524,329,41.379814,14.53,0,0
2,1480873020,2,116.875107,30.784595,237,37.343792,29.139999,0,0
2,1480873080,2,116.857925,30.777308,244,35.146774,29.389999,0,0
2,1480871040,2,116.958679,30.364134,1,39.643349,32.66,0,0
2,1480873140,2,116.843056,30.769539,230,49.305801,27.459999,0,0
2,1480873200,2,116.830376,30.757668,217,37.017612,30.16,0,0
2,1480870080,2,116.96154,30.348614,101,43.090141,0,0,0
2,1480870020,2,116.961563,30.348648,253,43.889526,0,0,0
2,1480869960,2,116.961571,30.348614,158,43.443542,0,0,0
2,1480869900,2,116.961594,30.348574,167,43.667854,0,0,0
2,1480867980,2,116.961586,30.348639,268,42.683437,0,0,0
2,1480869840,2,116.961571,30.348629,287,44.124462,0,0,0
2,1480869780,2,116.961609,30.348583,323,44.526535,0,0,0
2,1480869600,2,116.961578,30.348637,287,44.625599,0,0,0
2,1480869540,2,116.961525,30.348629,129,44.293831,0,0,0
2,1480869360,2,116.961586,30.348639,268,43.522099,0,0,0
2,1480869300,2,116.961586,30.348639,268,43.574558,0,0,0
2,1480869240,2,116.961586,30.348639,268,43.682678,0,0,0
2,1480869180,2,116.961586,30.348639,268,43.637512,0,0,0
2,1480869120,2,116.961586,30.348639,268,44.729393,0,0,0
2,1480869060,2,116.961586,30.348639,268,44.593342,0,0,0
2,1480873260,2,116.815849,30.746187,237,36.286514,34.279999,0,0
2,1480873320,2,116.799866,30.737892,239,54.277241,33,0,0
2,1480873380,2,116.784676,30.72603,223,38.500443,33.34,0,0
2,1480873440,2,116.769211,30.713722,236,50.080021,32.529999,0,0
2,1480873500,2,116.752205,30.703564,230,40.441887,32.200001,0,0
2,1480873560,2,116.735962,30.692749,239,63.450912,32.32,0,0
2,1480873620,2,116.716431,30.686174,249,52.544792,33.060001,0,0
2,1480873680,2,116.699326,30.67746,225,45.796028,33.540001,0,0
2,1480873740,2,116.683899,30.664444,230,51.003853,34.490002,0,0
2,1480873800,2,116.66658,30.65666,247,46.900452,24.34,0,0
2,1480873860,2,116.648804,30.649084,234,37.107101,33.369999,0,0
2,1480873920,2,116.632805,30.638659,233,44.995361,28.16,0,0
2,1480873980,2,116.618179,30.630529,239,40.273472,25.67,0,0
2,1480868520,2,116.961586,30.348639,268,44.735588,0,0,0
2,1480868580,2,116.961586,30.348639,268,44.916759,0,0,0
2,1480868640,2,116.961586,30.348639,268,45.223221,0,0,0
2,1480868700,2,116.961586,30.348639,268,44.943195,0,0,0
2,1480868760,2,116.961586,30.348639,268,44.781067,0,0,0
2,1480868820,2,116.961586,30.348639,268,44.698959,0,0,0
2,1480868880,2,116.961586,30.348639,268,44.703571,0,0,0
2,1480868940,2,116.961586,30.348639,268,44.77597,0,0,0
2,1480867200,2,116.961586,30.348639,268,31.474556,0,0,0
2,1480867260,2,116.961586,30.348639,268,40.172989,0,0,0
2,1480867320,2,116.961586,30.348639,268,40.135227,0,0,0
2,1480867380,2,116.961586,30.348639,268,40.097218,0,0,0
2,1480867440,2,116.961586,30.348639,268,40.321537,0,0,0
2,1480867500,2,116.961586,30.348639,268,40.371777,0,0,0
2,1480867560,2,116.961586,30.348639,268,41.436893,0,0,0
2,1480867620,2,116.961586,30.348639,268,43.161873,0,0,0
2,1480867680,2,116.961586,30.348639,268,43.279396,0,0,0
2,1480867740,2,116.961586,30.348639,268,43.20105,0,0,0
2,1480867800,2,116.961586,30.348639,268,43.000576,0,0,0
2,1480867860,2,116.961586,30.348639,268,42.895889,0,0,0
2,1480867920,2,116.961586,30.348639,268,42.532036,0,0,0
2,1480869000,2,116.961586,30.348639,268,44.724888,0,0,0
2,1480868460,2,116.961586,30.348639,268,44.378956,0,0,0
2,1480868400,2,116.961586,30.348639,268,44.061047,0,0,0
